station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class,precip_lag6,precip_lag12,t_med_lag6,precip_roll6,precip_roll12,t_med_anom_roll3,station_lat,station_lon,aridity_idx,drought_class_7
Cahul,1991,6,45.1,21.4,15.6,27.4,-0.969105,-0.854177,0.219737,-0.135233,-0.353976,0.0,-1.0,-0.4433,-0.34,-0.4167,-17.9933,38.3,20.1,16.4,3.4,33.13333333333333,Normal,69.4,50.3,-0.4,31.11666666666667,34.625,-0.8310999999999992,45.899149,28.213516,1.4363057324840764,Normal
Cahul,1991,7,92.6,23.6,17.3,30.2,-0.152975,-0.70719,-0.244277,0.45622,0.098627,-0.5,-0.866025403784439,-0.2333,-0.62,0.39,40.9033,45.1,16.0,21.4,11.4,58.666666666666664,Normal,44.0,37.2,-1.2,39.21666666666666,39.24166666666667,-0.5488666666666658,45.899149,28.213516,2.7559523809523805,Normal
Cahul,1991,8,52.7,21.9,15.8,28.3,-0.855071,-0.830621,-0.759105,0.516958,-0.023816,-0.866025403784438,-0.5,-0.9767,-0.9433,-0.51,0.01,92.6,38.3,23.6,16.4,63.46666666666666,Normal,23.2,40.6,0.6,44.13333333333333,40.25,-0.5510999999999991,45.899149,28.213516,1.652037617554859,Normal
Cahul,1991,9,41.3,16.6,10.7,22.5,-0.517439,-0.640292,-1.058642,0.405439,0.011897,-1.0,-0.0,-1.0567,-0.9033,-1.2733,7.6467,52.7,45.1,21.9,21.4,62.20000000000001,Normal,20.1,54.5,3.4,47.666666666666664,39.15,-0.7555666666666658,45.899149,28.213516,1.5526315789473681,Normal
Cahul,1991,10,51.3,11.3,5.7,16.8,0.298692,-0.449964,-0.81928,0.734023,0.350802,-0.866025403784439,0.5,-0.0067,-0.7033,0.3967,15.74,41.3,92.6,16.6,23.6,48.43333333333334,Normal,16.0,17.8,11.4,53.550000000000004,41.94166666666667,-0.6800333333333325,45.899149,28.213516,2.408450704225352,Normal
Cahul,1991,11,28.7,6.9,0.9,10.7,0.285276,0.03057,-0.565877,0.777835,0.363192,-0.5,0.866025403784438,1.51,0.6167,0.2633,-2.2133,51.3,52.7,11.3,21.9,40.43333333333333,Normal,38.3,9.3,16.4,51.949999999999996,43.55833333333334,0.1488666666666676,45.899149,28.213516,1.698224852071006,Normal
Cahul,1991,12,39.9,1.4,-2.3,6.1,1.150598,0.733467,0.067963,0.4144,0.515517,-0.0,1.0,0.45,0.69,1.1533,8.4133,28.7,41.3,6.9,16.6,39.96666666666667,Normal,45.1,69.4,21.4,51.083333333333336,41.1,0.6511000000000009,45.899149,28.213516,3.4999999999999996,Normal
Cahul,1992,1,10.4,0.9,-3.6,4.2,0.546885,0.838054,0.277238,0.035034,0.434617,0.5,0.866025403784439,2.21,1.6967,1.4133,-19.43,39.9,51.3,1.4,11.3,26.333333333333332,Normal,92.6,44.0,23.6,37.38333333333333,38.3,1.3900000000000008,45.899149,28.213516,0.9541284403669725,Normal
Cahul,1992,2,35.4,3.1,-0.3,7.0,0.859921,1.080205,0.79006,0.032047,-0.068275,0.866025403784439,0.5,2.36,2.9,2.29,3.3667,10.4,28.7,0.9,6.9,28.566666666666663,Wet,52.7,23.2,21.9,34.49999999999999,39.31666666666666,1.6733333333333344,45.899149,28.213516,2.7022900763358777,Moderately Wet
Cahul,1992,3,4.1,8.6,4.1,13.5,-0.454831,0.40369,0.808781,-0.386152,-0.439249,1.0,0.0,3.0167,3.4467,2.93,-26.3733,35.4,39.9,3.1,1.4,16.633333333333333,Normal,41.3,20.1,16.6,28.299999999999997,37.98333333333333,2.5289000000000006,45.899149,28.213516,0.2204301075268817,Normal
Cahul,1992,4,5.8,15.7,9.1,21.8,-1.21059,-0.336897,0.357471,-0.701793,-0.710373,0.866025403784439,-0.5,3.22,2.5533,3.2333,-26.8367,4.1,10.4,8.6,0.9,15.1,Normal,51.3,16.0,11.3,20.716666666666665,37.13333333333333,2.8655666666666675,45.899149,28.213516,0.22568093385214008,Normal
Cahul,1992,5,19.4,20.9,15.5,26.5,-1.487851,-1.32623,-0.172736,-1.114017,-0.916632,0.5,-0.866025403784439,3.53,4.14,3.0933,-33.62,5.8,35.4,15.7,3.1,9.766666666666666,Dry,28.7,38.3,6.9,19.166666666666664,35.55833333333333,3.255566666666668,45.899149,28.213516,0.627831715210356,Moderately Dry
Cahul,1992,6,59.9,21.0,15.4,26.2,-0.593462,-1.384648,-0.69425,-0.946738,-0.788358,0.0,-1.0,-0.8433,-0.54,-1.6167,-3.1933,19.4,4.1,20.9,8.6,28.366666666666664,Dry,39.9,45.1,1.4,22.5,36.791666666666664,1.9689000000000012,45.899149,28.213516,1.932258064516129,Moderately Dry
Cahul,1992,7,8.6,24.3,18.0,30.1,-2.109452,-1.763421,-1.488557,-1.817985,-0.993159,-0.5,-0.866025403784439,0.4667,0.08,0.29,-43.0967,59.9,5.8,21.0,15.7,29.299999999999997,Dry,10.4,92.6,0.9,22.2,29.79166666666666,1.0511333333333341,45.899149,28.213516,0.25072886297376096,Severely Dry
Cahul,1992,8,27.1,24.6,17.4,30.3,-1.729336,-1.865181,-2.262805,-2.207308,-1.233672,-0.866025403784438,-0.5,1.7233,0.6567,1.49,-25.59,8.6,19.4,24.3,20.9,31.866666666666664,Dry,35.4,52.7,3.1,20.816666666666666,27.65833333333333,0.4489000000000009,45.899149,28.213516,0.7832369942196532,Severely Dry
Cahul,1992,9,20.7,20.3,14.3,25.2,-1.391704,-2.201554,-2.542952,-2.596632,-1.600273,-1.0,-0.0,2.6433,2.6967,1.4267,-12.9533,27.1,59.9,24.6,21.0,18.8,Dry,4.1,41.3,8.6,23.583333333333332,25.941666666666666,1.611100000000001,45.899149,28.213516,0.6831683168316831,Extremely Dry
Cahul,1992,10,92.9,11.3,6.4,16.4,1.228857,-0.794817,-1.813501,-2.182416,-1.056567,-0.866025403784439,0.5,-0.0067,-0.0033,-0.0033,57.34,20.7,8.6,20.3,24.3,46.9,Normal,5.8,51.3,15.7,38.1,29.40833333333333,1.4533000000000011,45.899149,28.213516,4.361502347417841,Normal
Cahul,1992,11,12.8,6.4,1.5,10.9,-0.014344,-0.072132,-1.372888,-2.315841,-1.122162,-0.5,0.866025403784438,1.01,1.2167,0.4633,-18.1133,92.9,27.1,11.3,24.6,42.13333333333333,Normal,19.4,28.7,20.9,37.0,28.083333333333332,1.2155333333333342,45.899149,28.213516,0.7804878048780489,Normal
Cahul,1992,12,35.0,0.9,-3.2,5.2,1.096935,0.976561,-0.86742,-2.339738,-1.405676,-0.0,1.0,-0.05,-0.21,0.2533,3.5133,12.8,20.7,6.4,20.3,46.9,Normal,59.9,39.9,21.0,32.85,27.674999999999997,0.3177666666666676,45.899149,28.213516,3.2110091743119265,Normal
Cahul,1993,1,51.9,1.4,-3.3,5.0,1.418915,1.05665,0.187644,-1.951411,-1.399117,0.5,0.866025403784439,2.71,1.9967,2.2133,22.07,35.0,92.9,0.9,11.3,33.23333333333333,Wet,8.6,10.4,24.3,40.06666666666667,31.133333333333336,1.2233333333333343,45.899149,28.213516,4.552631578947368,Moderately Wet
Cahul,1993,2,7.8,-0.6,-4.6,4.3,0.589369,1.311049,0.880991,-2.071892,-1.489491,0.866025403784439,0.5,-1.34,-1.4,-0.41,-24.2333,51.9,12.8,1.4,6.4,31.566666666666663,Wet,27.1,35.4,24.6,36.85,28.833333333333332,0.4400000000000009,45.899149,28.213516,0.8297872340425532,Moderately Wet
Cahul,1993,3,69.8,4.0,-0.6,9.0,1.528478,1.492898,1.754194,-1.188696,-1.149128,1.0,0.0,-1.5833,-1.2533,-1.57,39.3267,7.8,35.0,-0.6,0.9,43.166666666666664,Wet,20.7,4.1,20.3,45.03333333333333,34.30833333333333,-0.07109999999999912,45.899149,28.213516,4.985714285714286,Moderately Wet
Cahul,1993,4,67.5,9.3,3.4,15.7,0.884517,1.267707,1.651228,-0.255714,-0.697254,0.866025403784439,-0.5,-3.18,-3.1467,-2.8667,34.8633,69.8,51.9,4.0,1.4,48.36666666666667,Wet,92.9,5.8,11.3,40.800000000000004,39.449999999999996,-2.0344333333333324,45.899149,28.213516,3.4974093264248705,Moderately Wet
Cahul,1993,5,93.7,16.6,10.5,22.6,0.654212,1.295032,1.851142,0.698178,-0.300771,0.5,-0.866025403784439,-0.77,-0.86,-0.8067,40.68,67.5,7.8,9.3,-0.6,77.0,Wet,12.8,19.4,6.4,54.28333333333333,45.64166666666667,-1.8444333333333327,45.899149,28.213516,3.5225563909774436,Moderately Wet
Cahul,1993,6,82.8,24.6,17.7,29.6,-0.483899,0.447032,1.378436,0.746968,-0.142615,0.0,-1.0,2.7567,1.76,1.7833,19.7067,93.7,69.8,16.6,4.0,81.33333333333333,Normal,35.0,59.9,0.9,62.25,47.550000000000004,-0.3977666666666659,45.899149,28.213516,2.393063583815029,Normal
Cahul,1993,7,36.7,24.5,18.4,30.3,-1.503503,-0.559261,0.504565,1.016805,-0.582828,-0.5,-0.866025403784439,0.6667,0.48,0.49,-14.9967,82.8,67.5,24.6,9.3,71.06666666666666,Normal,51.9,8.6,1.4,59.71666666666667,49.89166666666666,0.8844666666666674,45.899149,28.213516,1.0637681159420291,Normal
Cahul,1993,8,8.6,23.0,16.5,29.3,-1.964114,-1.662603,-0.258986,0.912256,-0.944327,-0.866025403784438,-0.5,0.1233,-0.2433,0.49,-44.09,36.7,93.7,24.5,16.6,42.7,Dry,7.8,27.1,-0.6,59.85,48.35,1.1822333333333341,45.899149,28.213516,0.2606060606060606,Severely Dry
Cahul,1993,9,39.5,18.5,12.8,24.6,-0.770104,-1.783208,-0.946316,1.189064,-1.026685,-1.0,-0.0,0.8433,1.1967,0.8267,5.8467,8.6,82.8,23.0,24.6,28.26666666666667,Dry,69.8,20.7,4.0,54.800000000000004,49.916666666666664,0.5444333333333341,45.899149,28.213516,1.3859649122807018,Severely Dry
Cahul,1993,10,12.5,11.7,6.4,16.5,-0.613585,-1.408203,-1.394283,0.368597,-1.324047,-0.866025403784439,0.5,0.3933,-0.0033,0.0967,-23.06,39.5,36.7,18.5,24.5,20.2,Dry,67.5,92.9,9.3,45.63333333333333,43.21666666666667,0.45330000000000076,45.899149,28.213516,0.5760368663594471,Moderately Dry
Cahul,1993,11,2.4,6.1,0.9,10.5,-0.213346,-0.670443,-1.653703,0.279979,-1.486576,-0.5,0.866025403784438,0.71,0.6167,0.0633,-28.5133,12.5,8.6,11.7,23.0,18.133333333333333,Normal,93.7,12.8,16.6,30.416666666666668,42.35,0.6488666666666675,45.899149,28.213516,0.14906832298136644,Normal
Cahul,1993,12,22.1,1.3,-1.9,5.5,0.763775,-0.024079,-1.28062,0.131618,-1.612663,-0.0,1.0,0.35,1.09,0.5533,-9.3867,2.4,39.5,6.1,18.5,12.333333333333334,Normal,82.8,35.0,24.6,20.3,41.275,0.484433333333334,45.899149,28.213516,1.9557522123893805,Normal
Cahul,1994,1,39.7,-2.5,-6.5,1.8,1.302644,0.783405,-0.441516,0.079841,-1.366319,0.5,0.866025403784439,-1.19,-1.2033,-0.9867,9.87,22.1,12.5,1.3,11.7,21.4,Normal,36.7,51.9,24.5,20.8,40.25833333333333,-0.04333333333333256,45.899149,28.213516,5.293333333333334,Normal
Cahul,1994,2,57.8,0.0,-4.1,4.4,1.707355,1.592774,0.656339,0.577697,-1.090093,0.866025403784439,0.5,-0.74,-0.9,-0.31,25.7667,39.7,2.4,-2.5,6.1,39.86666666666667,Wet,8.6,7.8,23.0,29.0,44.425000000000004,-0.526666666666666,45.899149,28.213516,5.779999999999999,Severely Wet
Cahul,1994,3,28.4,6.4,1.6,11.2,0.334468,1.411867,0.986631,0.045987,-0.832816,1.0,0.0,0.8167,0.9467,0.63,-2.0733,57.8,22.1,0.0,1.3,41.96666666666667,Wet,39.5,69.8,18.5,27.150000000000002,40.975,-0.3710999999999993,45.899149,28.213516,1.7317073170731707,Moderately Wet
Cahul,1994,4,44.0,14.2,7.3,19.4,-0.18875,0.783405,1.113667,-0.431955,-0.499741,0.866025403784439,-0.5,1.72,0.7533,0.8333,11.3633,28.4,39.7,6.4,-2.5,43.4,Normal,12.5,67.5,11.7,32.4,39.01666666666667,0.5989000000000008,45.899149,28.213516,1.8181818181818183,Normal
Cahul,1994,5,51.7,20.1,14.3,26.0,-0.676193,-0.221004,0.975265,-1.024403,-0.235177,0.5,-0.866025403784439,2.73,2.94,2.5933,-1.32,44.0,57.8,14.2,0.0,41.36666666666667,Normal,2.4,93.7,6.1,40.61666666666667,35.516666666666666,1.7555666666666674,45.899149,28.213516,1.717607973421927,Normal
Cahul,1994,6,106.4,22.9,17.2,28.8,0.233849,-0.263404,0.816805,-0.70478,0.03449,0.0,-1.0,1.0567,1.26,0.9833,43.3067,51.7,28.4,20.1,6.4,67.36666666666667,Normal,22.1,82.8,1.3,54.666666666666664,37.483333333333334,1.8355666666666675,45.899149,28.213516,3.2340425531914896,Normal
Cahul,1994,7,29.1,24.5,18.6,31.0,-1.673437,-0.889039,-0.073113,-0.780454,0.176612,-0.5,-0.866025403784439,0.6667,0.68,1.19,-22.5967,106.4,44.0,22.9,14.2,62.400000000000006,Normal,39.7,36.7,-2.5,52.900000000000006,36.85,1.4844666666666673,45.899149,28.213516,0.8434782608695652,Normal
Cahul,1994,8,62.7,24.0,16.5,29.8,-0.86625,-0.969128,-0.842681,-0.291559,0.45794,-0.866025403784438,-0.5,1.1233,-0.2433,0.99,10.01,29.1,51.7,24.5,20.1,66.06666666666666,Normal,57.8,8.6,0.0,53.71666666666667,41.358333333333334,0.9489000000000006,45.899149,28.213516,1.8441176470588236,Normal
Cahul,1994,9,30.2,17.1,11.1,23.1,-0.821531,-1.413857,-1.188352,-0.314461,0.643791,-1.0,-0.0,-0.5567,-0.5033,-0.6733,-3.4533,62.7,106.4,24.0,22.9,40.66666666666667,Dry,28.4,39.5,6.4,54.01666666666666,40.583333333333336,0.4111000000000007,45.899149,28.213516,1.1143911439114391,Moderately Dry
Cahul,1994,10,71.2,10.4,5.0,15.7,0.84427,-0.352915,-0.879455,0.334743,0.518433,-0.866025403784439,0.5,-0.9067,-1.4033,-0.7033,35.64,30.2,29.1,17.1,24.5,54.70000000000001,Normal,44.0,12.5,14.2,58.55000000000001,45.475,-0.11336666666666595,45.899149,28.213516,3.490196078431373,Normal
Cahul,1994,11,91.1,4.9,0.4,9.8,1.904121,0.814498,-0.107881,1.277682,1.143768,-0.5,0.866025403784438,-0.49,0.1167,-0.6367,60.1867,71.2,62.7,10.4,24.0,64.16666666666667,Normal,51.7,2.4,20.1,65.11666666666666,52.866666666666674,-0.6511333333333326,45.899149,28.213516,6.114093959731543,Normal
Cahul,1994,12,31.8,-1.6,-5.0,2.3,1.126002,1.635174,0.158894,1.438987,1.153243,-0.0,1.0,-2.55,-2.01,-2.6467,0.3133,91.1,30.2,4.9,17.1,64.7,Wet,106.4,22.1,22.9,52.68333333333334,53.675000000000004,-1.3155666666666659,45.899149,28.213516,3.7857142857142856,Severely Wet
Cahul,1995,1,22.9,-1.6,-5.5,2.3,0.927001,1.670036,0.936486,1.271708,0.9929,0.5,0.866025403784439,-0.29,-0.2033,-0.4867,-6.93,31.8,71.2,-1.6,10.4,48.599999999999994,Wet,29.1,39.7,24.5,51.65,52.275,-1.1099999999999992,45.899149,28.213516,2.726190476190476,Severely Wet
Cahul,1995,2,21.9,2.0,-2.6,5.5,0.681043,1.154641,1.399163,0.814676,1.022782,0.866025403784439,0.5,1.26,0.6,0.79,-10.1333,22.9,91.1,-1.6,4.9,25.53333333333333,Wet,62.7,57.8,24.0,44.85,49.28333333333333,-0.5266666666666658,45.899149,28.213516,1.825,Moderately Wet
Cahul,1995,3,4.4,5.0,0.6,9.9,-0.045648,0.660916,1.63117,0.645405,0.509687,1.0,0.0,-0.5833,-0.0533,-0.67,-26.0733,21.9,31.8,2.0,-1.6,16.4,Normal,30.2,28.4,17.1,40.55,47.28333333333333,0.1289000000000007,45.899149,28.213516,0.29333333333333333,Normal
Cahul,1995,4,33.3,13.0,6.8,19.7,-0.293841,0.146463,1.290848,0.598607,0.125594,0.866025403784439,-0.5,0.52,0.2533,1.1333,0.6633,4.4,22.9,5.0,-1.6,19.866666666666664,Normal,71.2,44.0,10.4,34.23333333333333,46.39166666666667,0.3989000000000007,45.899149,28.213516,1.4478260869565216,Normal
Cahul,1995,5,48.6,16.7,11.5,23.2,-0.365392,-0.294497,0.612211,0.73701,-0.206752,0.5,-0.866025403784439,-0.67,0.14,-0.2067,-4.42,33.3,21.9,13.0,2.0,28.766666666666666,Normal,91.1,51.7,4.9,27.150000000000002,46.13333333333333,-0.24443333333333264,45.899149,28.213516,1.8202247191011236,Normal
Cahul,1995,6,35.0,19.7,14.0,26.0,-1.004881,-0.69871,-0.024973,0.185386,-0.376569,0.0,-1.0,-2.1433,-1.94,-1.8167,-28.0933,48.6,4.4,16.7,5.0,38.96666666666667,Normal,31.8,106.4,-1.6,27.683333333333334,40.18333333333333,-0.7644333333333325,45.899149,28.213516,1.1784511784511784,Normal
Cahul,1995,7,34.6,26.0,19.9,32.3,-1.718156,-1.298906,-0.815937,0.165472,-0.446537,-0.5,-0.866025403784439,2.1667,1.98,2.49,-17.0967,35.0,33.3,19.7,13.0,39.4,Dry,22.9,29.1,-1.6,29.633333333333336,40.641666666666666,-0.21553333333333255,45.899149,28.213516,0.9611111111111111,Moderately Dry
Cahul,1995,8,79.8,21.9,15.7,27.6,-0.249122,-1.24991,-1.094078,0.440288,0.112475,-0.866025403784438,-0.5,-0.9767,-1.0433,-1.21,27.11,34.6,48.6,26.0,16.7,49.79999999999999,Dry,21.9,62.7,2.0,39.28333333333333,42.06666666666667,-0.31776666666666586,45.899149,28.213516,2.501567398119122,Moderately Dry
Cahul,1995,9,49.7,15.4,10.1,22.6,-0.195458,-0.908826,-1.138875,0.719088,0.299784,-1.0,-0.0,-2.2567,-1.5033,-1.1733,16.0467,79.8,35.0,21.9,19.7,54.70000000000001,Normal,4.4,30.2,5.0,46.833333333333336,43.69166666666666,-0.35556666666666586,45.899149,28.213516,1.956692913385827,Normal
Cahul,1995,10,18.4,11.1,6.4,15.9,-0.414584,-0.35951,-1.17498,0.158502,0.36465,-0.866025403784439,0.5,-0.2067,-0.0033,-0.5033,-17.16,49.7,34.6,15.4,26.0,49.3,Normal,33.3,71.2,13.0,44.349999999999994,39.291666666666664,-1.1466999999999994,45.899149,28.213516,0.872037914691943,Normal
Cahul,1995,11,79.8,5.8,1.3,11.5,1.550837,0.398979,-0.601982,0.00118,0.939696,-0.5,0.866025403784438,0.41,1.0167,1.0633,48.8867,18.4,79.8,11.1,21.9,49.29999999999999,Normal,48.6,91.1,16.7,49.54999999999999,38.35,-0.6844666666666658,45.899149,28.213516,5.0506329113924044,Normal
Cahul,1995,12,4.4,1.6,-2.4,6.3,0.334468,0.622285,-0.201486,-0.351302,0.799761,-0.0,1.0,0.65,0.59,1.3533,-27.0867,79.8,49.7,5.8,15.4,34.199999999999996,Normal,35.0,31.8,19.7,44.449999999999996,36.06666666666666,0.2844333333333342,45.899149,28.213516,0.37931034482758624,Normal
Cahul,1996,1,8.9,1.9,-2.5,4.8,0.401547,0.966196,0.432355,-0.585294,0.506043,0.5,0.866025403784439,3.21,2.7967,2.0133,-20.93,4.4,18.4,1.6,11.1,31.033333333333335,Normal,34.6,22.9,26.0,40.166666666666664,34.9,1.4233333333333344,45.899149,28.213516,0.7478991596638656,Normal
Cahul,1996,2,37.6,0.5,-3.2,5.1,1.199789,0.818267,0.865613,-0.354289,0.340598,0.866025403784439,0.5,-0.24,0.0,0.39,5.5667,8.9,79.8,1.9,5.8,16.96666666666667,Normal,79.8,21.9,21.9,33.13333333333333,36.208333333333336,1.2066666666666677,45.899149,28.213516,3.580952380952381,Normal
Cahul,1996,3,5.3,4.6,0.3,9.6,0.019195,0.685414,0.9298,-0.325414,0.237834,1.0,0.0,-0.9833,-0.3533,-0.97,-25.1733,37.6,4.4,0.5,1.6,17.266666666666666,Normal,49.7,4.4,15.4,25.733333333333334,36.28333333333333,0.6622333333333342,45.899149,28.213516,0.363013698630137,Normal
Cahul,1996,4,5.7,14.6,8.8,20.2,-1.089848,0.056952,0.72788,-0.679887,-0.055885,0.866025403784439,-0.5,2.12,2.2533,1.6333,-26.9367,5.3,8.9,4.6,1.9,16.2,Normal,18.4,33.3,11.1,23.616666666666664,33.98333333333333,0.2989000000000009,45.899149,28.213516,0.23170731707317072,Normal
Cahul,1996,5,21.5,19.6,13.5,25.6,-1.295557,-0.994568,-0.123259,-1.094103,-0.25777,0.5,-0.866025403784439,2.23,2.14,2.1933,-31.52,5.7,37.6,14.6,0.5,10.833333333333334,Normal,79.8,48.6,5.8,13.9,31.725000000000005,1.122233333333334,45.899149,28.213516,0.7263513513513513,Normal
Cahul,1996,6,57.6,23.5,16.5,28.9,-0.924386,-1.392186,-0.499685,-1.058257,-0.635304,0.0,-1.0,1.6567,0.56,1.0833,-5.4933,21.5,5.3,19.6,4.6,28.266666666666666,Dry,4.4,35.0,1.6,22.766666666666666,33.608333333333334,2.002233333333334,45.899149,28.213516,1.7194029850746269,Moderately Dry
Cahul,1996,7,39.1,23.3,17.6,29.5,-1.315681,-1.48735,-1.013176,-0.879029,-0.518691,-0.5,-0.866025403784439,-0.5333,-0.32,-0.31,-12.5967,57.6,5.7,23.5,14.6,39.4,Dry,8.9,34.6,1.9,27.8,33.983333333333334,1.117800000000001,45.899149,28.213516,1.1741741741741742,Moderately Dry
Cahul,1996,8,22.4,24.1,17.4,29.6,-1.778528,-1.69087,-1.903763,-1.560096,-0.816053,-0.866025403784438,-0.5,1.2233,0.6567,0.79,-30.29,39.1,21.5,23.3,19.6,39.7,Dry,37.6,79.8,0.5,25.266666666666666,29.2,0.7822333333333343,45.899149,28.213516,0.656891495601173,Severely Dry
Cahul,1996,9,6.2,19.3,13.1,25.2,-1.604122,-1.977305,-2.389172,-2.187394,-1.071143,-1.0,-0.0,1.6433,1.4967,1.4267,-27.4533,22.4,57.6,24.1,23.5,22.566666666666663,Dry,5.3,49.7,4.6,25.416666666666668,25.575,0.7777666666666677,45.899149,28.213516,0.21160409556313994,Severely Dry
Cahul,1996,10,13.9,12.4,7.3,17.8,-0.660541,-1.701234,-2.2608,-2.296922,-1.561645,-0.866025403784439,0.5,1.0933,0.8967,1.3967,-21.66,6.2,39.1,19.3,23.3,14.166666666666666,Dry,5.7,18.4,14.6,26.783333333333335,25.200000000000003,1.3199666666666676,45.899149,28.213516,0.6205357142857143,Severely Dry
Cahul,1996,11,60.8,4.9,-0.6,10.1,1.226621,-0.434888,-1.506609,-2.441301,-1.782481,-0.5,0.866025403784438,-0.49,-0.8833,-0.3367,29.8867,13.9,22.4,12.4,24.1,26.96666666666667,Normal,21.5,79.8,19.6,33.333333333333336,23.616666666666664,0.7488666666666676,45.899149,28.213516,4.080536912751677,Normal
Cahul,1996,12,42.8,0.5,-3.4,4.3,1.31606,0.795654,-0.836664,-2.004183,-1.72053,-0.0,1.0,-0.45,-0.41,-0.6467,11.3133,60.8,6.2,4.9,19.3,39.166666666666664,Normal,57.6,4.4,23.5,30.866666666666664,26.816666666666666,0.05110000000000094,45.899149,28.213516,4.076190476190476,Normal
Cahul,1997,1,21.8,1.0,-2.4,4.9,0.790606,1.407156,-0.206835,-1.830929,-1.764989,0.5,0.866025403784439,2.31,2.8967,2.1133,-8.03,42.8,13.9,0.5,12.4,41.8,Wet,39.1,8.9,23.3,27.983333333333334,27.891666666666666,0.45666666666666766,45.899149,28.213516,1.981818181818182,Moderately Wet
Cahul,1997,2,23.6,-0.3,-4.3,3.2,0.942652,1.287494,0.606862,-1.945436,-1.679716,0.866025403784439,0.5,-1.04,-1.1,-1.51,-8.4333,21.8,60.8,1.0,4.9,29.399999999999995,Wet,22.4,37.6,24.1,28.183333333333334,26.725000000000005,0.2733333333333343,45.899149,28.213516,2.4329896907216497,Moderately Wet
Cahul,1997,3,20.8,4.0,-0.5,8.8,0.43285,0.915316,1.215964,-1.76123,-1.523746,1.0,0.0,-1.5833,-1.1533,-1.77,-9.6733,23.6,42.8,-0.3,0.5,22.066666666666663,Normal,6.2,5.3,19.3,30.616666666666664,28.01666666666667,-0.10443333333333234,45.899149,28.213516,1.4857142857142858,Normal
Cahul,1997,4,28.0,11.0,6.1,17.0,-0.18875,0.502623,1.35704,-1.359958,-1.489491,0.866025403784439,-0.5,-1.48,-0.4467,-1.5667,-4.6367,20.8,21.8,4.0,1.0,24.133333333333336,Normal,13.9,5.7,12.4,32.96666666666667,29.875,-1.3677666666666657,45.899149,28.213516,1.3333333333333333,Normal
Cahul,1997,5,46.2,16.4,10.8,22.8,-0.385516,-0.057057,0.874974,-0.954703,-1.496051,0.5,-0.866025403784439,-0.97,-0.56,-0.6067,-6.82,28.0,23.6,11.0,-0.3,31.666666666666668,Normal,60.8,21.5,4.9,30.53333333333333,31.933333333333334,-1.3444333333333323,45.899149,28.213516,1.7500000000000002,Normal
Cahul,1997,6,179.5,21.1,14.9,27.3,2.069583,0.63265,1.100295,0.378554,-0.493911,0.0,-1.0,-0.7433,-1.04,-0.5167,116.4067,46.2,20.8,16.4,4.0,84.56666666666666,Normal,42.8,57.6,0.5,53.31666666666666,42.09166666666667,-1.0644333333333325,45.899149,28.213516,5.771704180064308,Normal
Cahul,1997,7,141.9,24.8,18.8,30.9,0.815202,1.055707,1.107649,1.327467,0.331853,-0.5,-0.866025403784439,0.9667,0.88,1.09,90.2033,179.5,28.0,21.1,11.0,122.53333333333336,Wet,21.8,39.1,1.0,73.33333333333333,50.65833333333333,-0.24886666666666576,45.899149,28.213516,4.0775862068965525,Moderately Wet
Cahul,1997,8,8.2,23.6,17.7,29.5,-2.040137,0.358463,0.215726,1.210969,-0.25194,-0.866025403784438,-0.5,0.7233,0.9567,0.69,-44.49,141.9,46.2,24.8,16.4,109.86666666666666,Normal,23.6,22.4,-0.3,70.76666666666667,49.475,0.3155666666666676,45.899149,28.213516,0.244047619047619,Normal
Cahul,1997,9,21.4,18.0,12.5,23.6,-1.118915,-0.985146,-0.248288,1.427039,-0.552946,-1.0,-0.0,0.3433,0.8967,-0.1733,-12.2533,8.2,179.5,23.6,21.1,57.166666666666664,Normal,20.8,6.2,4.0,70.86666666666667,50.74166666666667,0.6777666666666676,45.899149,28.213516,0.7642857142857142,Normal
Cahul,1997,10,12.3,12.1,7.5,17.6,-0.662777,-1.607954,-0.390033,1.426043,-0.633846,-0.866025403784439,0.5,0.7933,1.0967,1.1967,-23.26,21.4,141.9,18.0,24.8,13.966666666666669,Dry,28.0,13.9,11.0,68.25,50.60833333333333,0.6199666666666676,45.899149,28.213516,0.5565610859728507,Severely Dry
Cahul,1997,11,39.9,6.6,0.4,11.2,0.569245,-0.508381,-0.104538,1.133304,-0.953802,-0.5,0.866025403784438,1.21,0.1167,0.7633,8.9867,12.3,8.2,12.1,23.6,24.53333333333333,Normal,46.2,60.8,16.4,67.2,48.866666666666674,0.7822000000000009,45.899149,28.213516,2.403614457831325,Normal
Cahul,1997,12,22.6,-1.6,-5.8,2.8,0.920293,0.350925,-0.448202,0.957063,-0.762849,-0.0,1.0,-2.55,-2.81,-2.1467,-8.8867,39.9,21.4,6.6,18.0,24.933333333333337,Normal,179.5,42.8,21.1,41.050000000000004,47.18333333333333,-0.18223333333333244,45.899149,28.213516,2.6904761904761907,Normal
