station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class,precip_lag6,precip_lag12,t_med_lag6,precip_roll6,precip_roll12,t_med_anom_roll3,station_lat,station_lon,aridity_idx,drought_class_7
Baltata,1961,1,36.3,-2.5,-6.9,1.2,0.954799,,,,,0.5,0.866025403784439,0.57,0.1967,0.2333,-0.3067,,,,,36.3,Normal,,,,,,0.57,47.055364,29.036234,4.84,Extremely Wet
Baltata,1961,2,51.7,-2.4,-6.1,1.4,1.30162,,,,,0.866025403784439,0.5,-1.39,-1.0067,-1.5533,18.6167,36.3,,-2.5,,44.0,Normal,,,,,,-0.41,47.055364,29.036234,6.802631578947369,Extremely Wet
Baltata,1961,3,17.6,4.6,-1.0,10.1,0.01568,0.995434,,,,1.0,0.0,0.82,0.32,1.24,-12.7,51.7,,-2.4,,35.199999999999996,Normal,,,,35.199999999999996,,0.0,47.055364,29.036234,1.2054794520547947,Normal
Baltata,1961,4,25.3,12.6,7.0,18.7,-0.711743,0.267554,,,,0.866025403784439,-0.5,1.66,2.0033,1.8,-13.1333,17.6,36.3,4.6,-2.5,31.533333333333335,Normal,,,,32.725,,0.3633333333333333,47.055364,29.036234,1.1194690265486724,Normal
Baltata,1961,5,22.7,13.6,7.8,20.1,-0.882901,-0.68656,,,,0.5,-0.866025403784439,-2.3567,-2.1367,-1.8867,-24.1167,25.3,51.7,12.6,-2.4,21.86666666666667,Normal,,,,30.72,,0.04109999999999984,47.055364,29.036234,0.9618644067796609,Normal
Baltata,1961,6,39.1,17.2,11.6,24.0,-0.918935,-1.094764,-0.070429,,,0.0,-1.0,-2.49,-2.2267,-1.83,-23.6433,22.7,17.6,13.6,4.6,29.03333333333333,Dry,,,,32.11666666666667,32.11666666666667,-1.0622333333333336,47.055364,29.036234,1.4375,Moderately Dry
Baltata,1961,7,59.6,21.2,16.2,28.4,-0.907674,-1.180339,-0.642835,,,-0.5,-0.866025403784439,-1.1567,0.0933,0.06,-4.6267,39.1,25.3,17.2,12.6,40.46666666666667,Dry,36.3,,-2.5,36.0,36.042857142857144,-2.001133333333333,47.055364,29.036234,1.9102564102564104,Moderately Dry
Baltata,1961,8,36.2,20.3,14.9,25.6,-1.333318,-1.377063,-1.452647,,,-0.866025403784438,-0.5,-0.6567,-0.0667,-1.29,-12.9633,59.6,22.7,21.2,13.6,44.96666666666667,Dry,51.7,,-2.4,33.416666666666664,36.0625,-1.4344666666666666,47.055364,29.036234,1.1947194719471947,Moderately Dry
Baltata,1961,9,19.7,15.7,9.6,21.4,-1.186933,-1.494115,-1.822254,,,-1.0,-0.0,-0.3367,-0.5167,-0.79,-25.4333,36.2,39.1,20.3,17.2,38.50000000000001,Dry,17.6,,4.6,33.76666666666667,34.24444444444444,-0.7167,47.055364,29.036234,0.7665369649805447,Moderately Dry
Baltata,1961,10,38.3,8.6,3.5,13.5,0.031445,-1.083944,-1.593845,,,-0.866025403784439,0.5,-1.2267,-1.2367,-1.3467,0.0967,19.7,59.6,15.7,21.2,31.4,Dry,25.3,,12.6,35.93333333333333,34.65,-0.7400333333333332,47.055364,29.036234,2.059139784946236,Moderately Dry
Baltata,1961,11,17.9,4.8,-0.4,9.4,-8.4e-05,-0.501639,-1.322523,,,-0.5,0.866025403784438,0.7533,0.61,0.4567,-32.48,38.3,36.2,8.6,20.3,25.3,Normal,22.7,,13.6,35.13333333333333,33.127272727272725,-0.2700333333333333,47.055364,29.036234,1.2094594594594592,Normal
Baltata,1961,12,20.4,0.5,-3.5,3.9,0.540416,0.252799,-0.874012,-1.115879,,-0.0,1.0,1.2633,1.4767,0.7867,-17.7867,17.9,19.7,4.8,15.7,25.53333333333333,Normal,39.1,,17.2,32.01666666666666,32.06666666666667,0.2633000000000001,47.055364,29.036234,1.9428571428571426,Normal
Baltata,1962,1,63.6,-2.4,-6.5,1.4,1.569618,0.924613,-0.11265,-0.897152,,0.5,0.866025403784439,0.67,0.5967,0.4333,26.9933,20.4,38.3,0.5,8.6,33.96666666666667,Normal,59.6,36.3,21.2,32.68333333333333,34.34166666666666,0.8955333333333334,47.055364,29.036234,8.368421052631579,Normal
Baltata,1962,2,19.5,0.9,-3.4,4.2,0.475105,1.132158,0.443145,-1.191191,,0.866025403784439,0.5,1.91,1.6933,1.2467,-13.5833,63.6,17.9,-2.4,4.8,34.5,Wet,36.2,51.7,20.3,29.900000000000002,31.65833333333333,1.2811000000000001,47.055364,29.036234,1.7889908256880733,Moderately Wet
Baltata,1962,3,64.2,5.4,0.8,10.4,0.975068,1.321997,1.107606,-0.849882,,1.0,0.0,1.62,2.12,1.54,33.9,19.5,20.4,0.9,0.5,49.1,Wet,19.7,17.6,15.7,37.31666666666666,35.541666666666664,1.4000000000000001,47.055364,29.036234,4.1688311688311686,Moderately Wet
Baltata,1962,4,14.2,10.2,4.2,16.3,-0.691474,0.33444,0.885427,-0.842671,,0.866025403784439,-0.5,-0.74,-0.7967,-0.6,-24.2333,64.2,63.6,5.4,-2.4,32.63333333333333,Normal,38.3,25.3,8.6,33.3,34.61666666666667,0.93,47.055364,29.036234,0.7029702970297029,Normal
Baltata,1962,5,40.0,16.3,11.2,22.4,-0.797322,-0.221307,0.640407,-0.812226,,0.5,-0.866025403784439,0.3433,1.2633,0.4133,-6.8167,14.2,19.5,10.2,0.9,39.46666666666667,Normal,17.9,22.7,4.8,36.98333333333333,36.05833333333333,0.40776666666666667,47.055364,29.036234,1.520912547528517,Normal
Baltata,1962,6,75.4,18.7,12.8,25.0,-0.270334,-0.76525,0.391234,-0.581481,,0.0,-1.0,-0.99,-1.0267,-0.83,12.6567,40.0,64.2,16.3,5.4,43.20000000000001,Normal,20.4,39.1,0.5,46.150000000000006,39.083333333333336,-0.46223333333333333,47.055364,29.036234,2.6271777003484322,Normal
Baltata,1962,7,51.9,22.8,17.5,29.0,-1.261251,-1.014107,-0.478796,-0.707269,,-0.5,-0.866025403784439,0.4433,1.3933,0.66,-12.3267,75.4,14.2,18.7,10.2,55.76666666666667,Dry,63.6,59.6,-2.4,44.199999999999996,38.44166666666667,-0.06780000000000001,47.055364,29.036234,1.582317073170732,Moderately Dry
Baltata,1962,8,48.9,21.2,15.3,27.1,-1.148647,-1.167552,-0.977834,-0.641571,,-0.866025403784438,-0.5,0.2433,0.3333,0.21,-0.2633,51.9,40.0,22.8,16.3,58.73333333333334,Dry,19.5,36.2,0.9,49.1,39.5,-0.10113333333333334,47.055364,29.036234,1.5673076923076923,Moderately Dry
Baltata,1962,9,18.0,15.8,10.2,22.7,-1.236478,-1.589526,-1.657523,-0.659197,,-1.0,-0.0,-0.2367,0.0833,0.51,-27.1333,48.9,75.4,21.2,18.7,39.6,Dry,64.2,19.7,5.4,41.4,39.358333333333334,0.14996666666666666,47.055364,29.036234,0.6976744186046512,Severely Dry
Baltata,1962,10,22.5,8.9,3.7,14.1,-0.358166,-1.195093,-1.555085,-0.797804,,-0.866025403784439,0.5,-0.9267,-1.0367,-0.7467,-15.7033,18.0,51.9,15.8,22.8,29.8,Dry,14.2,38.3,10.2,42.78333333333334,38.041666666666664,-0.3067,47.055364,29.036234,1.1904761904761905,Moderately Dry
Baltata,1962,11,10.9,5.5,-0.0,9.6,-0.236553,-0.796726,-1.38274,-0.88193,,-0.5,0.866025403784438,1.4533,1.01,0.6567,-39.48,22.5,48.9,8.9,21.2,17.133333333333333,Normal,40.0,17.9,16.3,37.93333333333334,37.458333333333336,0.09663333333333335,47.055364,29.036234,0.7032258064516129,Normal
Baltata,1962,12,10.0,-0.7,-4.6,2.8,0.362501,-0.098354,-1.188247,-0.945224,-1.405524,-0.0,1.0,0.0633,0.3767,-0.3133,-28.1867,10.9,18.0,5.5,15.8,14.466666666666669,Normal,75.4,20.4,18.7,27.03333333333333,36.59166666666666,0.1966333333333334,47.055364,29.036234,1.075268817204301,Normal
Baltata,1963,1,43.1,-3.5,-7.1,-0.2,1.107941,0.541984,-0.460108,-1.109469,-1.368663,0.5,0.866025403784439,-0.43,-0.0033,-1.1667,6.4933,10.0,22.5,-0.7,8.9,21.333333333333332,Normal,51.9,63.6,22.8,25.566666666666666,34.88333333333333,0.3621999999999999,47.055364,29.036234,6.630769230769231,Normal
Baltata,1963,2,10.1,-1.7,-5.6,2.4,0.364753,0.804612,0.005015,-1.148728,-1.594165,0.866025403784439,0.5,-0.69,-0.5067,-0.5533,-22.9833,43.1,10.9,-3.5,5.5,21.066666666666663,Normal,48.9,19.5,21.2,19.099999999999998,34.1,-0.3522333333333334,47.055364,29.036234,1.2168674698795179,Normal
Baltata,1963,3,25.2,4.5,-1.0,9.4,0.198099,0.732807,0.445913,-1.425141,-1.550257,1.0,0.0,0.72,0.32,0.54,-5.1,10.1,10.0,-1.7,-0.7,26.133333333333336,Normal,18.0,64.2,15.8,20.3,30.849999999999998,-0.13333333333333333,47.055364,29.036234,1.7379310344827585,Normal
Baltata,1963,4,89.6,11.7,5.1,17.5,0.837691,0.614772,0.813444,-0.881128,-1.177311,0.866025403784439,-0.5,0.76,0.1033,0.6,51.1667,25.2,43.1,4.5,-3.5,41.63333333333333,Normal,22.5,14.2,8.9,31.48333333333333,37.13333333333333,0.2633333333333333,47.055364,29.036234,4.129032258064516,Normal
Baltata,1963,5,27.5,16.9,10.2,23.6,-1.146395,-0.045238,0.533816,-1.005314,-1.240733,0.5,-0.866025403784439,0.9433,0.2633,1.6133,-19.3167,89.6,10.1,11.7,-1.7,47.43333333333334,Normal,10.9,40.0,5.5,34.25,36.09166666666666,0.8077666666666667,47.055364,29.036234,1.0223048327137547,Normal
Baltata,1963,6,10.6,21.0,14.2,27.1,-1.988674,-1.000336,-0.188786,-1.616627,-1.498218,0.0,-1.0,1.31,0.3733,1.27,-52.1433,27.5,25.2,16.9,4.5,42.56666666666666,Dry,10.0,75.4,-0.7,34.35,30.691666666666666,1.0044333333333333,47.055364,29.036234,0.3419354838709677,Moderately Dry
Baltata,1963,7,39.6,25.5,19.2,31.5,-1.842289,-2.170847,-1.095499,-1.823335,-1.723179,-0.5,-0.866025403784439,3.1433,3.0933,3.16,-24.6267,10.6,89.6,21.0,11.7,25.9,Dry,43.1,51.9,-3.5,33.766666666666666,29.666666666666668,1.7988666666666668,47.055364,29.036234,1.115492957746479,Extremely Dry
Baltata,1963,8,112.2,21.6,16.0,27.2,0.23188,-1.56887,-1.136336,-1.332202,-1.346438,-0.866025403784438,-0.5,0.6433,1.0333,0.31,63.0367,39.6,27.5,25.5,16.9,54.13333333333333,Dry,10.1,48.9,-1.7,50.78333333333333,34.94166666666667,1.6988666666666667,47.055364,29.036234,3.550632911392405,Severely Dry
Baltata,1963,9,29.6,15.5,9.5,21.1,-0.941455,-1.111485,-1.486562,-1.227245,-1.287352,-1.0,-0.0,-0.5367,-0.6167,-1.09,-15.5333,112.2,10.6,21.6,21.0,60.46666666666667,Dry,25.2,18.0,4.5,51.51666666666667,35.90833333333333,1.0833000000000002,47.055364,29.036234,1.1607843137254903,Moderately Dry
Baltata,1963,10,37.7,8.6,2.8,13.7,0.017932,-0.299013,-1.738504,-1.093446,-1.290604,-0.866025403784439,0.5,-1.2267,-1.9367,-1.1467,-0.5033,29.6,39.6,15.5,25.5,59.833333333333336,Normal,89.6,22.5,11.7,42.86666666666667,37.175000000000004,-0.3733666666666666,47.055364,29.036234,2.0268817204301075,Normal
Baltata,1963,11,133.2,4.4,-0.7,9.5,2.64161,0.753463,-0.574312,-0.069517,-0.654752,-0.5,0.866025403784438,0.3533,0.31,0.5567,82.82,37.7,112.2,8.6,21.6,66.83333333333333,Normal,27.5,10.9,16.9,60.48333333333333,47.36666666666667,-0.4700333333333333,47.055364,29.036234,9.249999999999998,Normal
Baltata,1963,12,68.6,0.8,-3.4,3.9,1.592139,1.860039,0.526202,0.367937,-0.401604,-0.0,1.0,1.5633,1.5767,0.7867,30.4133,133.2,29.6,4.4,15.5,79.83333333333333,Wet,10.6,10.0,21.0,70.14999999999999,52.25,0.22996666666666665,47.055364,29.036234,6.351851851851851,Severely Wet
Baltata,1964,1,11.4,-2.5,-5.7,1.4,0.39403,2.024304,1.213505,0.113957,-0.684566,0.5,0.866025403784439,0.57,1.3967,0.4333,-25.2067,68.6,37.7,0.8,8.6,71.06666666666666,Wet,39.6,43.1,25.5,65.45,49.60833333333333,0.8288666666666665,47.055364,29.036234,1.52,Extremely Wet
Baltata,1964,2,24.7,-2.1,-6.6,2.0,0.693557,1.17347,1.355395,0.230932,-0.631985,0.866025403784439,0.5,-1.09,-1.5067,-0.9533,-8.3833,11.4,133.2,-2.5,4.4,34.9,Wet,112.2,10.1,21.6,50.86666666666667,50.824999999999996,0.3477666666666666,47.055364,29.036234,3.1265822784810124,Moderately Wet
Baltata,1964,3,5.1,2.4,-2.6,7.5,-0.018101,0.47018,1.639175,0.154017,-0.871039,1.0,0.0,-1.38,-1.28,-1.36,-25.2,24.7,68.6,-2.1,0.8,13.733333333333334,Normal,29.6,25.2,15.5,46.78333333333333,49.150000000000006,-0.6333333333333333,47.055364,29.036234,0.41129032258064513,Normal
Baltata,1964,4,56.9,11.4,6.1,17.0,0.135041,0.357063,1.675167,-0.095956,-0.672099,0.866025403784439,-0.5,0.46,1.1033,0.1,18.4667,5.1,11.4,2.4,-2.5,28.899999999999995,Normal,37.7,89.6,8.6,49.98333333333333,46.425000000000004,-0.6699999999999999,47.055364,29.036234,2.6588785046728973,Normal
Baltata,1964,5,71.9,17.3,11.3,22.9,-0.191512,-0.0295,0.804446,0.243751,-0.526281,0.5,-0.866025403784439,1.3433,1.3633,0.9133,25.0833,56.9,24.7,11.4,-2.1,44.63333333333333,Normal,133.2,27.5,4.4,39.766666666666666,50.125,0.1411,47.055364,29.036234,2.6336996336996337,Normal
Baltata,1964,6,27.6,21.3,15.4,27.1,-1.639601,-0.737709,-0.188786,0.367937,-0.855861,0.0,-1.0,1.61,1.5733,1.27,-35.1433,71.9,5.1,17.3,2.4,52.13333333333333,Normal,68.6,10.6,0.8,32.93333333333333,51.541666666666664,1.1377666666666666,47.055364,29.036234,0.8817891373801917,Normal
Baltata,1964,7,86.2,21.4,15.5,27.5,-0.331141,-0.941319,-0.411657,0.90554,-0.631985,-0.5,-0.866025403784439,-0.9567,-0.6067,-0.84,21.9733,27.6,56.9,21.3,11.4,61.9,Normal,11.4,39.6,-2.5,45.4,55.42499999999999,0.6655333333333333,47.055364,29.036234,2.745222929936306,Normal
Baltata,1964,8,59.7,21.2,15.3,27.4,-0.905422,-1.253127,-0.903082,0.500935,-0.573441,-0.866025403784438,-0.5,0.2433,0.3333,0.51,10.5367,86.2,71.9,21.4,17.3,57.833333333333336,Dry,24.7,112.2,-2.1,51.23333333333334,51.050000000000004,0.29886666666666667,47.055364,29.036234,1.9134615384615385,Moderately Dry
Baltata,1964,9,103.4,16.2,10.5,22.6,0.641759,-0.256717,-0.700283,1.064176,-0.121352,-1.0,-0.0,0.1633,0.3833,0.41,58.2667,59.7,27.6,21.2,21.3,83.10000000000001,Normal,5.1,29.6,2.4,67.61666666666666,57.199999999999996,-0.18336666666666668,47.055364,29.036234,3.9465648854961835,Normal
Baltata,1964,10,62.5,10.4,5.0,15.2,0.373761,0.051157,-0.626915,1.190765,0.054822,-0.866025403784439,0.5,0.5733,0.2633,0.3533,24.2967,103.4,86.2,16.2,21.4,75.2,Normal,56.9,37.7,11.4,68.55,59.26666666666666,0.32663333333333333,47.055364,29.036234,3.0637254901960786,Normal
Baltata,1964,11,58.5,5.4,0.7,10.1,0.846699,0.816415,-0.307835,0.552212,0.315559,-0.5,0.866025403784438,1.3533,1.71,1.1567,8.12,62.5,59.7,10.4,21.2,74.8,Normal,71.9,133.2,17.3,66.31666666666666,53.041666666666664,0.6966333333333333,47.055364,29.036234,3.7987012987012987,Normal
Baltata,1964,12,25.0,-0.2,-4.8,3.9,0.700314,0.841989,0.411306,0.234938,0.39687,-0.0,1.0,0.5633,0.1767,0.7867,-13.1867,58.5,103.4,5.4,16.2,48.666666666666664,Normal,27.6,68.6,21.3,65.88333333333334,49.40833333333333,0.8299666666666666,47.055364,29.036234,2.5510204081632653,Normal
Baltata,1965,1,21.8,-1.7,-5.7,2.4,0.628247,0.953139,0.706161,0.318263,0.281408,0.5,0.866025403784439,1.37,1.3967,1.4333,-14.8067,25.0,62.5,-0.2,10.4,35.1,Normal,86.2,11.4,21.4,55.150000000000006,50.275000000000006,1.0955333333333332,47.055364,29.036234,2.6265060240963853,Normal
Baltata,1965,2,18.1,-0.4,-4.4,3.3,0.54492,0.821333,1.151904,0.265384,0.324774,0.866025403784439,0.5,0.61,0.6933,0.3467,-14.9833,21.8,58.5,-1.7,5.4,21.633333333333336,Normal,59.7,24.7,21.2,48.21666666666667,49.725,0.8477666666666667,47.055364,29.036234,1.885416666666667,Normal
Baltata,1965,3,28.5,4.6,-0.7,9.9,0.261157,0.629527,1.034931,0.364732,0.339952,1.0,0.0,0.82,0.62,1.04,-1.8,18.1,25.0,-0.4,-0.2,22.8,Normal,103.4,5.1,16.2,35.733333333333334,51.675000000000004,0.9333333333333332,47.055364,29.036234,1.952054794520548,Normal
Baltata,1965,4,47.7,12.2,6.0,18.4,-0.162234,0.284275,0.8702,0.258974,0.099272,0.866025403784439,-0.5,1.26,1.0033,1.5,9.2667,28.5,21.8,4.6,-1.7,31.433333333333337,Normal,62.5,56.9,10.4,33.266666666666666,50.90833333333333,0.8966666666666666,47.055364,29.036234,2.1486486486486487,Normal
Baltata,1965,5,50.7,14.2,8.2,20.9,-0.31988,-0.093436,0.511667,0.213306,0.298213,0.5,-0.866025403784439,-1.7567,-1.7367,-1.0867,3.8833,47.7,18.1,12.2,-0.4,42.3,Normal,58.5,71.9,5.4,31.96666666666667,49.14166666666667,0.10776666666666672,47.055364,29.036234,2.09504132231405,Normal
Baltata,1965,6,28.7,18.9,12.6,25.7,-1.344578,-0.794759,-0.116803,0.318263,0.453246,0.0,-1.0,-0.79,-1.2267,-0.13,-34.0433,50.7,28.5,14.2,4.6,42.36666666666667,Normal,25.0,27.6,-0.2,32.583333333333336,49.23333333333333,-0.4289,47.055364,29.036234,0.9930795847750865,Normal
Baltata,1965,7,147.5,20.9,14.9,26.7,1.105689,-0.240979,0.029933,0.829426,1.16282,-0.5,-0.866025403784439,-1.4567,-1.2067,-1.64,83.2733,28.7,47.7,18.9,12.2,75.63333333333334,Normal,21.8,86.2,-1.7,53.53333333333334,54.34166666666667,-1.3344666666666667,47.055364,29.036234,4.773462783171521,Normal
Baltata,1965,8,130.6,19.7,13.4,25.8,0.860212,0.274439,0.126833,1.457564,1.314058,-0.866025403784438,-0.5,-1.2567,-1.5667,-1.09,81.4367,147.5,50.7,20.9,14.2,102.26666666666664,Normal,18.1,59.7,-0.4,72.28333333333333,60.25,-1.1678,47.055364,29.036234,4.397306397306397,Normal
Baltata,1965,9,69.9,15.1,9.3,21.2,0.011176,0.86658,0.050005,1.233229,1.543355,-1.0,-0.0,-0.9367,-0.8167,-0.99,24.7667,130.6,28.7,19.7,18.9,116.0,Normal,28.5,103.4,4.6,79.18333333333334,57.458333333333336,-1.2167000000000001,47.055364,29.036234,2.7848605577689245,Normal
Baltata,1965,10,78.9,11.9,6.3,16.7,0.574197,0.634445,0.276337,1.304535,1.677247,-0.866025403784439,0.5,2.0733,1.5633,1.8533,40.6967,69.9,147.5,15.1,20.9,93.13333333333333,Normal,47.7,62.5,12.2,84.38333333333334,58.824999999999996,-0.04003333333333329,47.055364,29.036234,3.602739726027398,Normal
Baltata,1965,11,129.3,3.4,-1.3,8.2,2.666383,1.42331,1.194125,1.951902,1.68321,-0.5,0.866025403784438,-0.6467,-0.29,-0.7433,78.92,78.9,130.6,11.9,19.7,92.7,Wet,50.7,58.5,14.2,97.48333333333335,64.72500000000001,0.1633,47.055364,29.036234,9.649253731343284,Moderately Wet
Baltata,1965,12,12.3,0.2,-4.4,3.5,0.391778,1.589542,1.72777,1.842138,1.394285,-0.0,1.0,0.9633,0.5767,0.3867,-25.8867,129.3,69.9,3.4,15.1,73.50000000000001,Wet,28.7,25.0,18.9,94.75,63.666666666666664,0.7966333333333333,47.055364,29.036234,1.2058823529411766,Severely Wet
Baltata,1966,1,96.4,-5.1,-9.1,-0.8,2.308301,2.346932,2.097377,2.439831,1.855047,0.5,0.866025403784439,-2.03,-2.0033,-1.7667,59.7933,12.3,78.9,0.2,11.9,79.33333333333334,Wet,147.5,21.8,20.9,86.23333333333333,69.88333333333334,-0.5711333333333332,47.055364,29.036234,19.6734693877551,Extremely Wet
Baltata,1966,2,19.4,-2.2,-6.4,1.6,0.574197,1.433146,2.009474,2.450246,1.826317,0.866025403784439,0.5,-1.19,-1.3067,-1.3533,-13.6833,96.4,129.3,-5.1,3.4,42.7,Wet,130.6,18.1,19.7,67.7,69.99166666666667,-0.7522333333333332,47.055364,29.036234,2.4871794871794872,Moderately Wet
Baltata,1966,3,64.4,3.8,-0.6,8.9,1.159739,1.768562,2.362469,2.769924,2.109822,1.0,0.0,0.02,0.72,0.04,34.1,19.4,12.3,-2.2,0.2,60.06666666666667,Wet,69.9,28.5,15.1,66.78333333333335,72.98333333333333,-1.0666666666666667,47.055364,29.036234,4.666666666666667,Severely Wet
Baltata,1966,4,12.6,11.8,5.9,17.4,-0.907674,0.363949,1.907036,2.504728,1.858842,0.866025403784439,-0.5,0.86,0.9033,0.5,-25.8333,64.4,96.4,3.8,-5.1,32.13333333333333,Normal,78.9,47.7,11.9,55.73333333333334,70.05833333333334,-0.10333333333333317,47.055364,29.036234,0.5779816513761468,Normal
Baltata,1966,5,38.2,17.4,11.1,22.8,-0.961724,-0.306882,0.791987,2.276387,1.673453,0.5,-0.866025403784439,1.4433,1.1633,0.8133,-8.6167,12.6,19.4,11.8,-2.2,38.4,Normal,129.3,50.7,3.4,40.550000000000004,69.01666666666667,0.7744333333333335,47.055364,29.036234,1.394160583941606,Normal
Baltata,1966,6,126.8,21.7,15.7,27.6,0.549424,-0.573444,0.840437,2.950193,2.200348,0.0,-1.0,2.01,1.8733,1.77,64.0567,38.2,64.4,17.4,3.8,59.2,Normal,12.3,28.7,0.2,59.633333333333326,77.19166666666666,1.4377666666666666,47.055364,29.036234,4.0,Normal
Baltata,1966,7,93.5,22.1,15.2,28.1,-0.245562,-0.284259,0.055542,2.469475,2.220947,-0.5,-0.866025403784439,-0.2567,-0.9067,-0.24,29.2733,126.8,12.6,21.7,11.8,86.16666666666667,Normal,96.4,147.5,-5.1,59.15,72.69166666666666,1.0655333333333334,47.055364,29.036234,2.912772585669782,Normal
Baltata,1966,8,36.0,20.3,14.4,26.6,-1.337822,-0.448524,-0.532091,1.687507,2.116868,-0.866025403784438,-0.5,-0.6567,-0.5667,-0.29,-13.1633,93.5,38.2,22.1,17.4,85.43333333333334,Normal,19.4,130.6,-2.2,61.916666666666664,64.80833333333334,0.36553333333333343,47.055364,29.036234,1.188118811881188,Normal
Baltata,1966,9,31.7,17.1,11.7,23.8,-1.074328,-1.157716,-1.218701,1.301331,1.703809,-1.0,-0.0,1.0633,1.5833,1.61,-13.4333,36.0,126.8,20.3,21.7,53.73333333333333,Dry,64.4,69.9,3.8,56.46666666666667,61.625,0.04996666666666679,47.055364,29.036234,1.169741697416974,Moderately Dry
Baltata,1966,10,17.7,10.1,5.1,15.2,-0.601391,-1.313128,-1.124569,0.883106,1.469091,-0.866025403784439,0.5,0.2733,0.3633,0.3533,-20.5033,31.7,93.5,17.1,22.1,28.46666666666667,Dry,12.6,78.9,11.8,57.31666666666666,56.525000000000006,0.22663333333333346,47.055364,29.036234,0.880597014925373,Moderately Dry
Baltata,1966,11,52.4,2.1,-2.7,7.5,1.080916,-0.256717,-0.496791,0.319064,1.525467,-0.5,0.866025403784438,-1.9467,-1.69,-1.4433,2.02,17.7,36.0,10.1,20.3,33.93333333333333,Normal,38.2,129.3,17.4,59.68333333333333,50.11666666666667,-0.2033666666666666,47.055364,29.036234,4.330578512396694,Normal
Baltata,1966,12,47.6,-3.4,-6.9,0.4,1.209284,0.740676,-0.293992,0.609898,1.647975,-0.0,1.0,-2.6367,-1.9233,-2.7133,9.4133,52.4,31.7,2.1,17.1,39.23333333333333,Normal,126.8,12.3,21.7,46.48333333333333,53.05833333333334,-1.4366999999999999,47.055364,29.036234,7.212121212121213,Normal
Baltata,1967,1,17.0,-5.2,-8.6,-1.5,0.520147,1.23052,-0.058662,-0.026252,1.621956,0.5,0.866025403784439,-2.13,-1.5033,-2.4667,-19.6067,47.6,17.7,-3.4,10.1,39.0,Wet,93.5,96.4,22.1,33.733333333333334,46.44166666666667,-2.2378,47.055364,29.036234,3.541666666666667,Moderately Wet
Baltata,1967,2,28.4,-1.0,-5.8,3.6,0.776884,1.097731,0.591264,0.045856,1.677789,0.866025403784439,0.5,0.01,-0.7067,0.6467,-4.6833,17.0,52.4,-5.2,2.1,31.0,Wet,36.0,19.4,20.3,32.46666666666667,47.19166666666666,-1.5855666666666666,47.055364,29.036234,3.1555555555555554,Moderately Wet
Baltata,1967,3,6.4,4.2,-1.5,8.8,-0.191512,0.485918,0.862586,-0.434862,1.568832,1.0,0.0,0.42,-0.18,-0.06,-23.9,28.4,47.6,-1.0,-3.4,17.266666666666666,Normal,31.7,64.4,17.1,28.25,42.35833333333333,-0.5666666666666667,47.055364,29.036234,0.45070422535211274,Normal
Baltata,1967,4,35.1,12.1,6.1,17.6,-0.434737,0.068862,0.913805,-0.266611,1.503242,0.866025403784439,-0.5,1.16,1.1033,0.7,-3.3333,6.4,17.0,4.2,-5.2,23.3,Normal,17.7,12.6,10.1,31.149999999999995,44.23333333333333,0.5299999999999999,47.055364,29.036234,1.588235294117647,Normal
Baltata,1967,5,80.0,15.7,9.5,21.8,0.171074,-0.195733,0.634177,0.136391,1.621414,0.5,-0.866025403784439,-0.2567,-0.4367,-0.1867,33.1833,35.1,28.4,12.1,-1.0,40.5,Normal,52.4,38.2,2.1,35.75,47.71666666666667,0.4411,47.055364,29.036234,3.11284046692607,Normal
Baltata,1967,6,98.9,20.1,14.7,26.1,0.101259,-0.067862,0.293641,-0.023047,1.969425,0.0,-1.0,0.41,0.8733,0.27,36.1567,80.0,6.4,15.7,4.2,71.33333333333333,Normal,47.6,126.8,-3.4,44.300000000000004,45.39166666666667,0.43776666666666664,47.055364,29.036234,3.2857142857142856,Normal
Baltata,1967,7,102.3,23.0,16.8,28.5,-0.148722,0.057058,0.088073,0.011404,1.66749,-0.5,-0.866025403784439,0.6433,0.6933,0.16,38.0733,98.9,35.1,20.1,12.1,93.73333333333332,Normal,17.0,93.5,-5.2,58.51666666666667,46.125,0.26553333333333334,47.055364,29.036234,3.1,Normal
Baltata,1967,8,50.1,20.9,14.1,26.8,-1.087841,-0.492787,-0.485025,0.100337,1.198596,-0.866025403784438,-0.5,-0.0567,-0.8667,-0.09,0.9367,102.3,80.0,23.0,15.7,83.76666666666667,Normal,28.4,36.0,-1.0,62.13333333333333,47.300000000000004,0.3322,47.055364,29.036234,1.621359223300971,Normal
Baltata,1967,9,31.8,16.6,10.1,23.1,-1.015774,-0.980664,-0.738351,0.121168,0.951411,-1.0,-0.0,0.5633,-0.0167,0.91,-13.3333,50.1,98.9,20.9,20.1,61.400000000000006,Normal,6.4,31.7,4.2,66.36666666666666,47.30833333333333,0.38330000000000003,47.055364,29.036234,1.1954887218045112,Normal
